arc	source	kind	reproducible_from_committed	what	where	why
B509_square_time_curve	main	COMPUTED	unknown	"the handoff's j-invariant sign (-55296/5) was wrong; corrected to +55296/5, ""the session's fourth sign slip, caught by verification"""	frontier/B509_square_time_curve/FINDINGS.md	a genuine caught-error is a good sign of real verification discipline, but again no script sits in this directory to rerun the sign check.
B510_convening_resolution	main	COMPUTED	unknown	y^2=x(x-1)(x-5) is Cremona 40a1, j=148176/25; genus-1 cover d^2=(c^2-1)(c^2-5) has Jacobian exactly 40a3; 40a3 is 2-isogenous to 40a1 not a quadratic twist (j differs, no small-d twist found by scan)	frontier/B510_convening_resolution/FINDINGS.md	"narrated as ""classical I,J invariants → minimal model → isomorphism True"" and a twist scan, but no script exists in this 2-file arc directory; relies on test_b509.py extension outside sampled files."
B510_convening_resolution	main	COMPUTED	unknown	"correction: 40a3 is NOT a quadratic twist of 40a1 (""sixth caught error of the arc"")"	frontier/B510_convening_resolution/FINDINGS.md	another genuine self-correction, again without a committed script to independently confirm the twist scan.
B511_physics_verdict	main	COMPUTED	no	D3.3 wild accessibility: P(kappa≈2 classical) ≥ 0.84, P(wild-accessible kappa) ≤ 0.10	frontier/B511_physics_verdict/D3_FINDINGS.md, using frontier/B511_physics_verdict/d3_wild_access.py	d3_wild_access.py is committed and runnable, but its output (the 0.84/0.10 figures cited in D3_FINDINGS.md) is not saved anywhere in the directory — no results.txt/json for this cell exists, unlike D3.1/D3.2 which have d3_results.txt/json.
B512_six_computation_pass	main	COMPUTED	no	silver ladder tr(t)^2=2 -> order-16 2-group (dihedral/quaternion family), NOT reaching 2T/E6; golden tr(t)^2=1 -> 2T -> E6	frontier/B512_six_computation_pass/FINDINGS.md cell C	"described as ""computed independently"" but no script exists in this arc's 2-file directory (only FINDINGS.md + verdict.json)."
B513_boundary_attractors	main	ASSERTED	no	the three verbs' exact kappa-flow endpoints (F conserves -2/cusp, M -> 0/order-4 pointer, D -> 2/reducible)	frontier/B513_boundary_attractors/FINDINGS.md	"no script present in this 2-file arc directory; claims exactness (""Exact:"", ""verified"") but the arithmetic (e.g. [A,B]^4=I ""verified"") is not shown as a committed computation."
B513_boundary_attractors	main	ASSERTED	no	the (3,1) signature Hessian tombstone: det(Hessian)=-2(x^2+y^2+z^2+xyz-4), signature-change surface cuts across kappa-shells (kappa=1 shell: 20 Euclidean/10 Lorentzian)	frontier/B513_boundary_attractors/FINDINGS.md	a specific count (20/10 split at a shell) is stated with no script or data file to reproduce the enumeration.
B515_golden_3d	main	COMPUTED	no	beta=phi(1+sqrt(phi)) is the unique golden-field quartic-Pisot inflation number across a {0,1,2}^8 scan of 46 couplings	frontier/B515_golden_3d/FINDINGS.md	the arc directory holds only FINDINGS.md and verdict.json — no scan script, no output of the 46-coupling enumeration is committed here; the uniqueness claim (46/46 give the same beta) cannot be checked from these files. (B517, a later arc in this batch, has the exhaustive-box version of this scan checked in code.)
B516_golden_3d_ladder	main	COMPUTED	no	golden-field Pisot inflation exists at dim 1 (phi), dim 3 (beta, B515), and dim 5 (found in a {0,1,2} coupling scan of three Fibonacci copies)	frontier/B516_golden_3d_ladder/FINDINGS.md Finding 1	"no script in this 2-file arc directory; the dim-5 claim is later referenced in a 2026-07-21 log entry as one of 30 items ""KILLED"" in a negatives hunt (""B516's previously-asserted dim-5 Pisot counterexample""), which this seat could not locate or read in this batch to confirm what was actually killed."
B516_golden_3d_ladder	main	COMPUTED	no	among the metallic family, only golden phi gives a Pisot number under x->x(1+sqrt x); silver/bronze/m=4 all fail (exact conjugate mechanism x(sqrt(x)-1)<1 only for golden)	frontier/B516_golden_3d_ladder/FINDINGS.md Finding 2	no committed script; the four-row comparison table (golden/silver/bronze/m=4) is asserted numerically without a reproducer.
B517_bootstrap_forcing	main	COMPUTED	no	the exhaustive-box forcing theorem: over 0≤u≤6, 0≤v≤4 the unique irreducible quartic Pisot unit is (u,v)=(1,2) ⟹ (C,D)=(F,F^2)	frontier/B517_bootstrap_forcing/FINDINGS.md Phase A-CLOSE	"described as ""checked 0..8×0..6, single hit"" via cross-seat recomputation, but no script is present in this arc directory (only .md files + two data/plot files under rauzy/, which are outputs not source)."
B517_bootstrap_forcing	main	COMPUTED	no	the Signature Hunt control table: trace-form (2,1)->(3,1) for golden/silver/bronze/tetranacci/child-field alike; totally-real -> (4,0); totally-complex -> (2,2) — genericity confirmed by controls run BEFORE physics interpretation	frontier/B517_bootstrap_forcing/SIGNATURE_HUNT.md	a real control-gate discipline (pre-registered controls run before interpretation) but no script committed; numbers given to 3-4 significant figures with no data file.
B517_bootstrap_forcing	main	COMPUTED	no	the exact rational Stein form G=(1/11)[[12,-8,-5,-4],...], signature (3,1), residual M^T G M - G + I = 0 exactly	frontier/B517_bootstrap_forcing/SIGNATURE_HUNT.md Addendum 2	"an exact rational matrix identity, easy to hand-check but not accompanied by any script in this directory; described as ""re-derived independently"" by ""recompute-don't-trust"" but the recompute itself isn't a committed artifact."
B518_k025_confirmation	main	COMPUTED	no	the same trace map T=(z,x,xz-y) preserves kappa across Schrodinger/hopping/spin substrates (scale-free universality class)	frontier/B518_k025_confirmation/FINDINGS.md Tier A	asserted as confirmed at the trace-map level, no script committed in this 2-file arc directory.
B518_k025_confirmation	main	IMPORTED	unknown	Tier B mixed-chain label law downgraded from 'the one firewall crossing' to 'measurable but not a crossing', per B519's audit finding gap-labeling additivity is a known theorem	frontier/B518_k025_confirmation/FINDINGS.md CORRECTION block	the correction imports B519's conclusion, which is itself later re-corrected in B519's own VERDICT.md (the necessary-vs-sufficient distinction) — B518's CORRECTION here has NOT been updated to reflect B519's own subsequent retraction (B519 later un-retracts the crossing claim as LIVE again).
B519_re_mining	main	UNCLEAR	no	the terminal table: A1/A2/B2/B3/D/cross-connections all (c) ABSORBING-LOOP or (b) STRUCTURE; B1 originally REFUTED 3-0, then corrected to LIVE by the necessary-vs-sufficient distinction	frontier/B519_re_mining/VERDICT.md	described as a 16-agent Workflow's judgment calls plus an adversarial gate (≥3 skeptic votes); this is process/argument, not a numeric computation, and no code artifact exists in this 3-file directory to check any of it directly.
B519_re_mining	main	COMPUTED	no	"cell A2's original closure (""the tower measure IS the Kubota-Leopoldt 3-adic L-function"") is itself retracted by a later B578 correction, cited inline in VERDICT.md's own tail addendum"	frontier/B519_re_mining/VERDICT.md tail CORRECTION (2026-07-14, B578-D5)	the retracting computation (Gauss sums vs Kubota-Leopoldt, rank 4, norms 9 vs 16/3) is described but lives in a different arc (B578), not in this batch, so this seat cannot check it.
B520_handoff_verification	main	COMPUTED	no	g(0)=+0.001 (se 0.0002), g(0.764)=+0.266 via two independent methods (Goldman-ergodic + Haar-conditional, 8M samples), rejecting the handoff's g(0)≈-0.31 as a biased-MC artifact	frontier/B520_handoff_verification/FINDINGS.md §1/§2	described with a standard error figure implying a real Monte Carlo run, but this 2-file arc directory has no script; the reproduction is claimed to independently confirm B507's own unwitnessed claim (see B507 entry, same batch), which is a positive cross-check pattern but still lacks a committed artifact here.
B520_handoff_verification	main	COMPUTED	unknown	S = arccosh(5/2) ≈ 1.5668 at the golden loxodromic x=5, the 40a1 2-torsion point	frontier/B520_handoff_verification/FINDINGS.md §4	a simple closed-form arccosh evaluation, easy to hand-check but no script present.
B521_audit_integration	main	IMPORTED	no	R2 blind out-of-sample prediction HIT: prediction JSON committed_utc 2026-07-10T00:09:30Z precedes verify JSON started_utc 00:14:10Z by 5 minutes, 0/240 mismatches, sha256-pinned table	frontier/B521_audit_integration/FINDINGS.md §R2	the timestamped JSON files (b493_prediction_47.json, b493_verify_47.json) are from the separate `oaudit/` clone/branch, not this arc's directory or this repo's main trunk as sampled; this seat could not itself see those files to confirm the timestamps or sha256 pin.
B521_audit_integration	main	IMPORTED	no	CS/eta {0,1/4}, extended-Bloch c^2-c+1, SL(3) tau_V0=-84, non-Hermitian DG data	frontier/B521_audit_integration/FINDINGS.md Gate A/B/D	"explicitly marked in the arc's own ""Verification ledger"" table as ""cited on the audit's machine-checked run (heavy tooling); headline structure consistent with trunk"" — i.e. NOT independently recomputed by this trunk, only checked for plausibility."
B522_tower_filtration	main	IMPORTED	no	the deep step (formal Luna slice + Procesi FFT + BCH ⟹ T_phi* preserves the filtration, acts by N on gr) is the audit's, at 'probe-writeup strength', explicitly NOT a catalog-grade proof	"frontier/B522_tower_filtration/FINDINGS.md ""Provenance / honesty"""	"the arc's own text says this core deep step is imported from the audit (oaudit/) at probe strength, not independently reproven here; only the ""checkable cores"" (character layer, carrier dims, Chevalley arm, mu_d bookkeeping) are independently recomputed."
B523_verdict_reexamination	main	COMPUTED	no	the Ad(C) signature-split result on sl(2,R): eigenvalues +1,-1,-1, Killing form on the -1 eigenspace has signature (1,1) (indefinite) — amphichirality allows but does not select Lorentzian (3,1)	"frontier/B523_verdict_reexamination/FINDINGS.md, addendum ""Door 2 sharpened"""	this specific computation (Ad(C) matrix, Gram [[2,4],[4,0]]) is described in FINDINGS.md prose with a cited test (tests/test_b523.py::test_amphichiral_signature_split) but no standalone script for it appears in this arc's sampled files (only c3_malament.py, verify_auto.py, verify_handoff_L1.py, verify_traintrack.py are present, none of which is this computation).
B524_iwip_and_higher_ptolemy	main	COMPUTED	yes (SL2/SL3; SL4 explicitly not computed)	SL(2) Ptolemy: 1 boundary-unipotent rep, field Q(sqrt-3); SL(3): 4 reps, fields Q(sqrt-3) and Q(sqrt-7); SL(4): deferred (Grobner >12 min, ptolemy module recommends Magma)	frontier/B524_iwip_and_higher_ptolemy/higher_ptolemy.py	higher_ptolemy.py is committed (uses SnapPy's ptolemy module); the arc is honest that SL(4) was attempted and abandoned after 12 minutes, not silently omitted.
B525_are_you_sure	main	UNCLEAR	no	9-way classification: PHYS-REFUTED/SIG-GENERIC/NOT-3MFD/NOVELTY-COROLLARY CONFIRMED; DGG-ABELIAN/GATES-SEALED SHAKY; B519-NOCROSS/C3-CONE/CHILD-NOTSHORT CRACKED	frontier/B525_are_you_sure/FINDINGS.md classification table	this is a 61-agent adversarial Workflow's collective judgment across 9 negatives, each with its own recomputation done in the RESPECTIVE arc, not here; this arc's own directory (FINDINGS + verdict + a 9642-byte synthesis.txt) contains judgments and a synthesis narrative but no independent numeric computation of its own — it aggregates and re-checks other arcs' code.
B525_are_you_sure	main	UNCLEAR	unknown	the meta-pattern: every crack traces to an asserted/cited/posited/logged-as-timeout line, not a computed one	"frontier/B525_are_you_sure/FINDINGS.md ""The meta-pattern"""	a genuinely useful epistemic rule distilled from the audit, but stated as a pattern-observation rather than something with its own witness file.
