arc	source	kind	reproducible_from_committed	what	where	why
B238_su32_levelrank	main	COMPUTED	yes	silver (RRLL) does not coincide across the level-rank pair	su32_wrt.py:103	asserted difference > 1e-6
B239_reconciled_trace_field_law	main	COMPUTED	yes	disc=t^2-4det; imaginary trace fields for unimodular (det=+-1) elements are only Q(i),Q(sqrt-3)	reconciled_law.py:64-82	exact integer sweep with squarefree-part function, asserted
B240_golden_jones_integrality	main	COMPUTED	yes	[N]*J_N(4_1;e^{2pi i/5}) = {1,-2,-2,1} for N=1..4	golden_jones.py:75-80	closed-form colored-Jones formula, numeric assert within 1e-9
B240_golden_jones_integrality	main	COMPUTED	yes	among amphicheiral knots <=10 crossings/braid index<=5, only 4_1 gives pure integer (b=0 in Z[phi])	colored_jones_sweep.py (R-matrix pipeline, validated against Habiro formula 1e-7)	validated R-matrix construction cross-checked against closed-form Habiro formula in-script
B241_twistknot_su3_vs_levelrank	main	COMPUTED	yes	within the Gang-Yonekura twist family, only 4_1 gives a real (golden) SU(2)_3 colored Jones (amphicheiral test)	twist_su3.py:53-54	reuses B240's validated colored_jones_sweep.py module and asserts on it
B242_three_su3_trichotomy	main	COMPUTED	yes	amphicheiral <=> exact SU(2)_3=SU(3)_2 coincidence; chiral <=> complex conjugates	trichotomy.py:73-87	exact HOMFLY-based invariant computation with numeric asserts (1e-6 to 1e-9 tolerances)
B243_levelrank_conjugation_general	main	COMPUTED	yes	level-rank=conjugation holds for k=2..10, figure-eight vs trefoil	levelrank_general.py:67	loop over k with numeric asserts
B243_levelrank_conjugation_general	main	COMPUTED	partial	V(k) is quadratic only at k in {3,6,10} (golden/silver/k=10); bronze (k=11) has degree 6, refuting the 'metallic ladder' pattern	levelrank_general.py:71-74 plus a Sage-verified field-degree table in FINDINGS.md	the k=1..10 self-check is pure-Python/numeric and reproducible; the algebraic-degree table for k up to 12 is stated as 'Sage-verified' in FINDINGS.md but no Sage script is committed in this arc's file list, so the degree-6 refutation at bronze cannot itself be recomputed from committed files
B244_quantization_edge	main	COMPUTED	yes	SU(3)_2 fundamental invariant of 4_1 is a single number -2/phi	quantization_edge.py:64	pure-Python HOMFLY-derived value, asserted
B244_quantization_edge	main	COMPUTED	no	SL(3,C) geometric-component volume 8.11953285 = 4 x Vol(SL(2))	sl3_volumes.py (SnapPy Ptolemy variety, obstruction class c0 with 3 reps)	requires sage-python + SnapPy's Ptolemy machinery; no committed .log/.out witness exists for this run, so the headline volume value cannot be checked from committed files alone
B245_higher_color_levelrank	main	COMPUTED	yes	H^sym_[N-1](A=q^2,q) = H^antisym_[1^{N-1}](A=q^k,q) exactly for N=2..5, several k, at the figure-eight	higher_color_levelrank.py (H_sym/H_antisym/levelrank_higher functions)	colored HOMFLY formula from a cited paper (Itoyama-Mironov-Morozov-Morozov), cross-validated against B240's colored Jones in the same script family
B246_quantum_volume	main	COMPUTED	yes	large-color SU(2) growth extrapolates to 2.0298 (known VC), SU(3) extrapolates to 2.0297 (same, not 8.1195)	quantum_volume.py (vc_growth function, least-squares extrapolation over p=200,400,800,1600)	mpmath-based extrapolation, formula validated in B245
B246_quantum_volume	main	COMPUTED	yes	fixed-A generalized volume is a continuous curve (0, 5.09, 8.70, 13.79 at A=1,1.5,2,3)	quantum_volume.py (fixedA_volume function)	closed-form mpmath evaluation
B247_v1_holonomy_adjudication	main	COMPUTED	unknown	C_E6(SU(2)_long)=SU(6) dim35, C_E6(SU(2)_short)=SU(3)xSU(2) dim11; neither is SU(3)xSU(2)xU(1)^2	adjudication.py:142-143 (values sourced from e6_branchings_sage.py)	adjudication.py's assert reads centralizer_dim()/embedding_index() functions defined in adjudication.py itself using data presumably taken from e6_branchings_sage.py's Sage WeylCharacterRing branching (78 -> (8,1)+(8,7)+(1,14)); e6_branchings_sage.py requires Sage to run and has no committed witness output
B247_v1_holonomy_adjudication	main	COMPUTED	partial	geometric holonomy has complex word-traces (tr[a,b]=3/2-sqrt3/2 i), so it is not SU(2)-conjugable	adjudication.py:149,157-159 vs holonomy_ground_truth_sage.py (SnapPy ground truth)	adjudication.py's own complex-trace computation (test1_traces) is pure Python and reproducible; the SnapPy cross-check in holonomy_ground_truth_sage.py has no committed witness output
B247_v1_holonomy_adjudication	main	COMPUTED	yes	chat2's explicit matrices used the wrong cyclotomic root (u=e^{i pi/3} instead of e^{2i pi/3}) — verify-don't-trust catch on chat2's own matrices	adjudication.py:100-159 (chat2_matrices_are_invalid_rep, satisfies_figure_eight_relator)	pure-Python check of the 2-bridge relator against both candidate roots, asserted
B248_e6_e8_geometric_transition	main	COMPUTED	yes	character-variety curve trace at alpha=0,2pi/3,pi gives Q(sqrt-3)/2T=E6, Q (degenerate), Q(sqrt5)/2I=E8 respectively	geometric_transition.py:66-72	sympy symbolic algebra with asserts, stdlib-only beyond sympy
B249_niven_trinity	main	COMPUTED	yes	2cos(pi/n) rational only for n in {1,2,3,inf} (Niven), giving the three-point orbifold table	niven_trinity.py:76-81	sympy symbolic check with asserts, applies the cited classical Niven theorem rather than re-proving it
B250_volume_profile	main	COMPUTED	yes	hyperbolic-end volume matches SnapPy to 1e-10; spherical-end volume = pi^2/5 exactly; lens-space CS numerators = {0,2,3} (denominator 5)	volume_profile.py:62-65	mpmath arbitrary-precision computation with asserts, cross-checked against a SnapPy-derived constant (VOL_SNAPPY) hardcoded as an anchor
B251_metallic_specificity	main	COMPUTED	yes	H1(Mm)=Z (+) (Z/m)^2, equal to Z (knot complement) iff m=1, for m=1..11	metallic_specificity.py:71-73	Smith normal form of an explicit integer matrix, asserted with sympy
B251_metallic_specificity	main	COMPUTED	yes	the 'five stack' (discriminant, det(4_1), 2-bridge numerator, |H1(L(5,2))|) all equal 5 at m=1	metallic_specificity.py:76	closed-form values compared with assert
B251_metallic_specificity	main	COMPUTED	no	SnapPy cross-check of the same facts	metallic_specificity_sage.py (12 lines)	requires SnapPy; no committed witness output for this short script
B252_chirality_obstruction	main	COMPUTED	yes	every candidate conjugation-odd invariant tested (CS=0, spherical CS pairing, L(5,2) amphichirality, E8->E6xSU(3) 27/27bar pairing, knot handedness) is symmetric, none breaks 27<->27bar	chirality_obstruction.py:103-105	pure-Python asserts on each candidate; 2^2=-1 mod 5 (lens amphichirality) is elementary
B252_chirality_obstruction	main	COMPUTED	no	E6's 27 is complex/chiral, 78 (adjoint) is real (self-dual); H36 (amphicheirality = E6 outer automorphism) re-confirmed in Sage	chirality_obstruction_sage.py	requires Sage's WeylCharacterRing; no committed witness output for this 27-line script
B253_chirality_capability	main	COMPUTED	yes	E6 has a complex (non-self-dual) fundamental (27); E7 (56) pseudoreal; E8 (248) real	chirality_capability_sage.py:194-214 (Sage WeylCharacterRing)	standard Sage character-ring computation, script committed and self-contained; asserted values also hard-coded and cross-checked in chirality_capability.py
B253_chirality_capability	main	ASSERTED	unknown	Part B 'chirality reduces to gauged-vs-SSB of tau' is NOT object-decidable	FINDINGS.md Part B	a logical/interpretive argument (3d-not-4d, McKay label not gauge group, gauging is a choice), not a computation; correctly labelled firewalled by the arc itself
B254_uniqueness_chain	main	COMPUTED	yes	central charges: c((E6)_1)=6, c(SU(3)_2)+c((G2)_1)=16/5+14/5=6, c((G2)_1)=14/5=c(SU(2)_3)+1	uniqueness_chain.py:332-364 (sympy exact Rational arithmetic)	exact rational arithmetic, self-contained, asserted in-script
B254_uniqueness_chain	main	ASSERTED	no	full uniqueness of E6 among all five exceptionals reaching SU(3)xSU(2)xU(1)	FINDINGS.md line ~31 ('the full uniqueness ... I did **not** re-derive here')	explicitly recorded as 'plausible-but-unverified', citing external literature (Schellekens-Warner) rather than an in-repo computation
B254_uniqueness_chain	main	COMPUTED	yes	27=1+26, 78=26+52 branchings under the E6->F4 amphicheiral Z2	uniqueness_chain_sage.py (Sage branching_rule)	Sage branching_rule call, self-contained script
B255_dimensional_filter	main	COMPUTED	yes	d=3 (tetrahedron) is the unique simplex dimension giving an exceptional McKay group with a complex fundamental	dimensional_filter.py:499-537	finite loop over d in range(2,12) checking a hard-coded table SO3_SIMPLEX and EXCEPTIONAL_COMPLEX_FUND; both dicts are IMPORTED facts (classical finite-subgroup-of-SO(3) list, and B253's complex-fundamental result), not independently re-derived here — the 'computation' is a lookup/filter over asserted inputs
B256_metallic_arnold_trinity	main	COMPUTED	yes	discriminant field of phi=R^m L^m: m=1->Q(sqrt5)/E8, m=2->Q(sqrt2)/E7, m=3,5 non-McKay, m=4->Q(sqrt5)/E8 again	metallic_arnold_trinity.py:648-698 (sympy factorint on m^2(m^2+4))	exact integer arithmetic, self-contained, asserted in-script
B257_euclidean_point	main	COMPUTED	yes	character-variety discriminant (5-x^2)(1-x^2) changes sign at x=1 (Euclidean/double-root branch point)	euclidean_point.py:811-824 (cmath, exact algebra + numeric spot-checks at x=0.5,1.0,1.5)	closed-form quadratic evaluated numerically at three points; self-contained
B257_euclidean_point	main	ASSERTED	no	meridian PSL(2) order at x=1 is 3 (Eisenstein cube root)	euclidean_point.py:827-829	the function meridian_psl_order_at_euclidean() simply `return 3` — a hard-coded constant, not derived from the eigenvalue computation in the same script
B257_euclidean_point	main	IMPORTED	unknown	cusp shape = 2*sqrt(-3) (SnapPy)	euclidean_point.py:806 (CUSP_SHAPE hard-coded)	claimed 'cross-checked with SnapPy' but no SnapPy script is committed in this arc's file list to reproduce it; the value is a hard-coded complex constant
B258_two_ended_unification	main	COMPUTED	yes	Kashaev invariant growth (2π/N)log<4_1>_N, log-corrected, converges to Vol(4_1)=2.0299 by N=1600	two_ended_unification.py:128-159 (mpmath sum, dps=30)	direct numeric summation with an asserted tolerance check (<0.005)
B258_two_ended_unification	main	IMPORTED	no	trace-field degrees: figure-eight=2, silver=8, bronze=8 (SnapPy find_field)	two_ended_unification.py:114 (TRACE_FIELD_DEGREE hard-coded)	claimed from SnapPy but no SnapPy script is committed in this arc to reproduce the degree-8 findings for silver/bronze
B259_gravity_brick_wall_map	main	COMPUTED	yes	a constant-curvature(-1) 3-metric has Ric=-2g, R=-6, and solves 3d vacuum Einstein with Lambda=-1 exactly	gravity_brick.py:298-333 (sympy symbolic Ricci/Christoffel computation)	full symbolic differential-geometry computation in-script with an assert on the result
B259_gravity_brick_wall_map	main	ASSERTED	unknown	golden k=3 -> via Smolin/Kodama k=6π/(GΛ) -> GΛ=2π -> 122 orders from observed dark energy	FINDINGS.md wall #5 row / gravity_brick.py WALLS[5]	a physics-literature formula (Smolin/Kodama) applied to an arithmetic constant (k=3); no computation of the 122-order figure is shown in-script beyond the qualitative WALLS dict text; later RETRACTED per the log (B980) for dropping an ħ factor
B260_coulomb_branch_reframing	main	COMPUTED	yes	A-polynomial A(M,L)=M^4L^2-(M^8-M^6-2M^4-M^2+1)L+M^4 factors as (L+1)^2 at M=1 (complete structure)	coulomb_branch.py:449-497 (sympy factor/expand)	the polynomial itself is asserted (cited to Cooper-Culler-Gillet-Long-Shalen) but the factorization/Newton-polygon checks on it are computed exactly in-script
B260_coulomb_branch_reframing	main	IMPORTED	no	the A-polynomial as given is Cooper et al.'s figure-eight A-polynomial (not independently re-derived from the triangulation here)	coulomb_branch.py:451 (A_GEOM literal)	the polynomial coefficients are typed in as a literal, cited to literature; no in-repo derivation from gluing equations is shown in this arc
B261_golden_root_aj	main	COMPUTED	yes	[N]J_N(4_1;zeta5) sequence = {1,-2,-2,1,0 | -1,2,2,-1,0}, antiperiod-5/period-10, matching B240's {1,-2,-2,1}	golden_root_aj.py:594-630 (mpmath colored_jones sum, dps=50)	exact numerical evaluation with mp.nint rounding to integers and an in-script assert
B261_golden_root_aj	main	COMPUTED	yes	golden-meridian longitude L+1/L = -(2+sqrt5) = -phi^3, exactly, in Q(sqrt5)	golden_root_aj.py:616-635 (sympy nsimplify)	exact symbolic simplification with an assert
B262_t41_theory	main	COMPUTED	yes	gauge rank = N_tet - N_cusp = 1, cross-checked by edge-exponent-matrix rank = 1	t41_theory.py:757-806 (numpy matrix_rank on hard-coded EDGES_RECT)	numpy rank computation on the gluing-equation matrix; the matrix itself is hard-coded from a separately-run SnapPy script
B262_t41_theory	main	IMPORTED	yes (script present) but not run inline	figure-eight = 2 ideal tetrahedra, 1 cusp, gluing/meridian/longitude equations as stated	t41_gluing_sage.py (sage-python, SnapPy Manifold('4_1'))	the SnapPy script is committed and would reproduce the ground truth, but its output is hard-coded into t41_theory.py rather than read at runtime — a stranger must run it separately to confirm
