packet	path	outcome	certifies	depends_on	runtime_s	reason	evidence
D014	outside_bench/certificates/cusp_beat.py	PASS	Exact symbolic computation over the quadratic ring Q(q), q^2=q-1, of the beat involution's action on H1 of the cusp torus of the figure-8-knot-complement-type manifold: verifies the peripheral relator holds, the banked longitude trace is -2, meridian/longitude commute, beta(meridian)=+meridian, and beta(longitude)=+longitude^{-1} exactly (by direct comparison against the four sign/inverse candidates), concluding Omega_cusp = diag(1,-1).	Self-contained: hardcoded 2x2 matrices A,B (SL2 generators), the longitude word 'bABaaBAb', and the beat matrix W=[[1,q],[0,1]] over Q(q); no external files. Compares against banked prior results (memo 16/28) only descriptively, not as loaded data.			relator R(A,B) = +I: True (the chi=+1 lift) longitude lambda = bABaaBAb: trace = (Fraction(-2, 1), Fraction(0, 1))  (banked: -2 on this lift) peripheral check: [mu, lambda] = 1: True beta(mu) = +mu: True beta(lambda) among {+-lambda^{+-1}}: ['+lambda^-1'] => Omega_cusp = [[1,0],[0,-1]] on H1(dM;Z) ...
D014	outside_bench/certificates/cusp_six_census.py	PASS	Numerical/exact enumeration via SnapPy: searches covers of m004 up to degree 6 for any with exactly six cusps and for any cover with nonzero Chern-Simons invariant (tolerance 1e-9); both outcomes are reported as the script's own verdict lines (no assert failures — it is a two-branch descriptive census, not a single pass/fail assertion), concluding no six-cusped cover exists to degree 6 and all covers examined have |CS|<1e-9 (i.e. CS=0 within tolerance).	snappy library (installed) computing m004 covers/volumes/Chern-Simons numerically; degree bound MAXDEG=6 (CLI overridable, default used); no external data files.			covers with EXACTLY SIX cusps: 0 OUTCOME: C1-NO-SIX   (searched to degree 6) covers examined                : 19 covers with |CS| > 1e-09        : 0 max |CS| over all covers       : 6.299e-16 OUTCOME: C2-ALL-ZERO SUMMARY: C1-NO-SIX | C2-ALL-ZERO
D014	outside_bench/certificates/d2_scope.py	CANNOT_RUN	Would perform statistical/exact tests (Kendall tau, 20000-shuffle permutation null, exact tolerance-based monotonicity/violation counts) on a banked JSON dataset of (p,q,vol,CS) census closings to compare the 'trajectory' vs 'variable' readings of the D2 clock-coherence question.	outside_bench/certificates/_oa_source.py helper module; a pinned git commit SHA (3c58527bc3851ae44fef4f48ecc1eac8aa9dd41b) that must contain frontier/B1197_clock_coherence/verification/b4_global.json (banked B1197 census data, rows of p,q,vol,abs_cs, n_violations); hardcoded constant CUSP=2.029883212819; TOL=1e-9.		Missing dependency: the script's PINNED_REF commit 3c58527bc3851ae44fef4f48ecc1eac8aa9dd41b (hardcoded in outside_bench/certificates/_oa_source.py) is not present as a git object in this worktree/clone, so it cannot materialize frontier/B1197_clock_coherence/verification/b4_global.json from that ref even though the file exists on disk at HEAD.	RuntimeError: git show 3c58527bc3851ae44fef4f48ecc1eac8aa9dd41b:frontier/B1197_clock_coherence/verification/b4_global.json failed: fatal: path 'frontier/B1197_clock_coherence/verification/b4_global.json' exists on disk, but not in '3c58527bc3851ae44fef4f48ecc1eac8aa9dd41b' (git cat-file -t on that SHA: 'fatal: bad object 3c58527bc3851ae44fef4f48ecc1eac8aa9dd41b' — the pinned commit object does not exist at all in this worktree's git history.)
D014	outside_bench/certificates/dark_beat.py	PASS	Exact computation (over Q via the E6 27-representation) of whether the beat operator U27 (nilpotent exponential of the bridge-root generator) preserves the family grading 16+10+1 and its Z/2 parity P on the 27 weight states, versus the object's own lock C_27; verdict measured (preregistered as a two-outcome test, not asserted to a specific side) as: beat does NOT preserve family class or parity P (6/27 states cross), but DOES preserve the lock C_27 (asserted and confirmed True on all 27 states).	Execs outside_bench/certificates/twisted_double.py (E6 algebra/27-rep construction) up to its stage-4 marker, in-repo; no external data files; exact rational (Fraction) arithmetic throughout.			beat (U27) on the 27: 6/27 basis states leave their family class;                       6/27 flip parity-P components; 21/27 untouched contrast — the lock C_27 is preserved by the beat on every state: True => the family/dark split (16+10+1) and its matter parity P are NOT beat-covariant...
D015	outside_bench/certificates/dark_carrier.py	PASS	Exact-arithmetic (Fraction/rational) check on the E6 27-dim rep that the internal ladder operator E27 connects only (16-bottom to 10-top) or (1-bottom to 16-top) family classes with charge shift -3 (rank-verified: rank 5 from 16-bottoms, rank 1 from singlet-bottom), that carrier slot counts by class (32/20/2) and locked-matter counts (12/10/2) match hardcoded expectations, and that the 12-dim joint cusp-fixed space decomposes by class with computed d_proj/d_int values — all via exact linear algebra over Q plus assert statements.	outside_bench/certificates/twisted_double.py (execs its stage-0..3 setup code: E6 root system, principal sl2 embedding, 27-dim crystal weights, rho27 representation); hardcoded expected values (16,8,0 principal strings; multiplicities 16/10/1; ranks 5,1; class sizes 32/20/2).			stage 1 VERIFY: rho27 respects ALL 3003 Chevalley brackets: PASS FACT 1: E27 support pairs by (bottom class -> top class): {('1', '16'): 1, ('16', '10'): 5}    chain census: rank from 16-bottoms = 5 (expect 5), from singlet-bottom = 1 (expect 1) FACT 2: carrier slots by class: {'1': 2, '16': 32, '10': 20}; locked (matter) per class: {'1': 2, '16': 12, '10': 10} FACT 3: joint cusp-fixed space dim = 12 (expect 12) ... EXIT:0
D015	outside_bench/certificates/dark_law_p2.py	PASS	Exact symbolic (Z[zeta_{p^2}] reduced mod cyclotomic polynomial) verification of Gauss-sum lemmas G1/G2 at p in {3,5,7}, an exact full sweep of a degenerate quadratic exponential sum classifier at p in {3,5} (every (j,l) point, N=p^2, matched via exact cyclotomic-integer arithmetic), a float (1e-5) sweep at p in {7,11,13}, sympy symbolic polynomial identities for the four count formulas, and a p=11 recursion check — all via assert statements.	sympy (cyclotomic_poly, Poly.rem) and numpy for exact/float arithmetic; no external data files; cites B534/B566-S1 banked results as motivation but does not import them, re-derives and checks independently.			EXACT SWEEP p=3: all 81 points match the classifier in Z[zeta]; counts exact EXACT SWEEP p=5: all 625 points match the classifier in Z[zeta]; counts exact FLOAT SWEEP p=7: all 2401 points match; counts exact FLOAT SWEEP p=11: all 14641 points match; counts exact FLOAT SWEEP p=13: all 28561 points match; counts exact COUNTS: the four formulas are polynomial identities summing to p^4 RECURSION p=11: 9 of 10 prime-dark classes wholesale dark; EXIT:0
D015	outside_bench/certificates/dark_ledger.py	PASS	Exact rational-arithmetic check that the E6 27-rep u(1) family charge takes exactly 3 values with multiplicities {16,10,1} satisfying two conservation identities, that the 45 weight-zero cubic triples (enumerated directly from crystal weights) split only into types {16,16,10} (40) and {10,10,1} (5), that a defined matter parity is conserved on all 45 triples, and a measured cross-table of family class vs. bridge weight showing the object's lock is independent of matter parity.	outside_bench/certificates/twisted_double.py (execs its stage-0..3 E6/27-rep setup); hardcoded expected multiplicities [1,10,16] and triple-type set.			FACT 1: u(1) charge multiset on the 27: {4: 1, 1: 16, -2: 10} FACT 2: the 45 cubic triples by family type: {('1', '10', '10'): 5, ('10', '16', '16'): 40} FACT 4: matter parity P (=-1 on 16, +1 on 10,1) conserved by all 45 triples: True    lock C_27 == P: False;  lock == -P: False    => INDEPENDENT Z/2s: joint distribution {(1, -1): 6, (-1, -1): 6, (-1, 1): 10, (1, 1): 5} EXIT:0
D015	outside_bench/certificates/dark_tower.py	PASS	Exact symbolic sweep (Z[zeta_27], all 729 points) at (p,e)=(3,3) plus float sweeps (tolerance 1e-5, 500k+ points total) at (3,4),(5,3),(7,3),(5,4) verifying a magnitude classifier |T(j,l)|=p^{a/2} for a family of quadratic exponential sums, including spectrum, unique-survivor location/loudness, and wholesale-dark-class checks — via assert statements comparing computed |T|^2 to the classifier.	sympy (cyclotomic_poly, Poly.rem) and numpy; no external data files; extends dark_law_p2.py's classifier to general prime-power depth e, self-contained.			EXACT SWEEP (p,e)=(3,3): all 729 points in Z[zeta_27] ...    PASS; shell counts {0: 101, 1: 567, 3: 54, 9: 6, 27: 1} FLOAT SWEEP (p,e)=(5,4): all 390625 points match; survivor (2,623) at |T|^2 = p^4; shells {0: 49479, 1: 328125, 5: 12500, 25: 500, 125: 20, 625: 1} EXIT:0
D015	outside_bench/certificates/dark_tower_counts.py	PASS	Sympy symbolic proof by induction that a geometric shell-count sum has closed form p(p^{2e-2}-1)/(p+1), a symbolic identity that ACTIVE+DARK+shells+survivor sums to p^{2e}, an e=2 specialization check against memo-87 formulas, and numeric verification of the closed-form shell counts against the direct classifier at twelve (p,e) depths — all via assert statements on exact sympy expressions and exact integer counts.	sympy (symbolic summation/simplify); the classify() function re-implemented inline (same logic as dark_tower.py's classifier); no external data files.			SYMBOLIC: sum_a shell(a) = p(p^{2e-2}-1)/(p+1) PROVED by induction (base + step) SYMBOLIC: ACTIVE + DARK + shells + survivor == p^{2e} identically   (p,e)=(13,3): all 5 shell counts match the closed forms exactly EXIT:0
D016	outside_bench/certificates/degree_ledger.py	PASS	That every quantity in a curated ledger of ~19 dimensionful/dimensionless quantities of the object's record has an INTEGER degree under length-scaling L->lam*L (rank-1 lattice, Gate A), that 8 banked cross-relations among them are symbolically degree-homogeneous in an indeterminate lam via sympy (Gate B), and that all tick-schedule rows have degree 0 (Gate C) -- exact/symbolic checks plus string-matching (has()) against hardcoded pure-number anchors in outputs/own_meter_out.txt.	hardcoded LEDGER table of 19 quantities with asserted degrees and citations (memo/B-number tags), hardcoded RELS list of 8 scaling relations, and a required file outside_bench/outputs/own_meter_out.txt containing specific pinned numeric strings (Vol=2.0298832128193072500424051085490405718833786150606, 1.08707014499574, 0.96242365011920689) cited to memo 91.	2		GATE A PASS: 19 ledger rows, degree set [-2, 0, 1, 3] — all integers,    generating a RANK-1 lattice: ONE scale suffices for the whole record. GATE B PASS: all 8 banked cross-relations are DEGREE-HOMOGENEOUS    under L -> lam L (symbolic, identically in lam) — no relation smuggles    a second scale.    (pure-number anchors re-pinned from memo 91's banked output.) GATE C PASS: every tick-schedule row has degree 0 — the schedule IN TICKS    is pure object structure (stretch phi, entropy 2 log phi, counts).
D016	outside_bench/certificates/depth_lock.py	PASS	Exact rational-arithmetic (Fraction) computation of the Jordan type of the meridian action N=rho_Psi(a)-I on the 54-dim carrier Psi=C^2 (x) 27 built from the E6 root system (via twisted_double.py, imported by exec): asserts N^3=0, rank N=27, rank N^2=6 giving Jordan type 6J3+15J2+6J1; that a diagonal sign operator C_Psi commutes exactly with both generators rho(a),rho(b); that restricted to the 24-dim '+1' sector the Jordan type is exactly 6J3+6J1 (odd chains only) and on the 30-dim '-1' sector exactly 15J2 (even chains only); and that a beat operator BtP commutes with C_Psi and preserves the filtration (via an exact matrix identity beta*rho(a)*beta^-1=rho(a)).	imports/execs code from outside_bench/certificates/twisted_double.py (E6 root data, rho27_Q representation, nilexp/toF helpers) up to a marker string '# ---------------- stage 4'; cites prior memo results (memo 46, memo 49) as motivating context but recomputes everything itself in exact Fraction arithmetic.	3		FACT A: rank N = 27, rank N^2 = 6, N^3 = 0   Jordan type of the meridian on Psi: 6 J3 (+) 15 J2 (+) 6 J1 FACT B: C_Psi commutes with rho_Psi(a): True; with rho_Psi(b): True FACT C: LOCKED sector (dim 24): 6 J3 (+) 0 J2 (+) 6 J1         UNLOCKED sector (dim 30): 0 J3 (+) 15 J2 (+) 0 J1 FACT D: BtP = W (x) U27 commutes with C_Psi: True         beta_Psi rho(a) beta_Psi^-1 = rho(a) re-verified: True
D016	outside_bench/certificates/dm_census.py	PASS	Exhaustive enumeration (exact modular arithmetic, brute-force product()) over 376,760 affine characters w -> zeta_n^(<a,w>+c) for n=2..6 on the 27 weights of E6's minuscule rep (built from twisted_double.py), asserting stab==0 for every n: no character's charged set is a nonempty subset of the two identified 'neutral' weight indices {N1,N2}, i.e. no abelian character stabilizes either dark-matter candidate slot.	imports/execs outside_bench/certificates/twisted_double.py for the 27-weight data (E6 root system); reuses memo-122 method to identify N1/N2 from grading-level sizes {16,10,1} and {10,5,1}.	3		     n  (a,c) pairs  stabilizers   min |charged|   max |level set|      2          128            0              11                16      3         2187            0              12                15      4        16384            0              11                16      5        78125            0              11                16      6       279936            0              11                16   Zero stabilizers out of 376760 (a, c) pairs tested.
D016	outside_bench/certificates/dm_stability.py	PASS	Exact computation, from E6 root data (twisted_double.py), of the two 'neutral' weight indices N1 (SO(10) singlet) and N2 (SU(5) singlet in the 16) by basis-independent grading, then a check of whether any of 4 hardcoded Klein-four-group sign characters (I, D2tw, D, D2tw*D, from memos 92/93) has its odd-set contained in {N1,N2}; the script's own printed verdict is 'ANY banked element stabilizes N1 or N2? NO', matching the computed table (no assert on the final verdict itself, but each odd-set/stab computation is exact).	imports/execs outside_bench/certificates/twisted_double.py for E6/27-weight data; hardcoded arrays B883 (27 weight vectors), D2_B883, D_B883 (Klein-group sign characters) cited to memos 92/93, checked via assert against the computed weight set.	3		S1/S2 — THE STABILITY TEST over the banked gauge 2-torsion:        element  |odd set|    N1   N2  odd VISIBLE   stabilizes?              I          0     -    -            0   no           D2tw         11     -    -           11   no              D         12     -  odd           11   no         D2tw*D         15     -  odd           14   no      ANY banked element stabilizes N1 or N2?  NO
